['14', '28', '25', '68', '0', '30', '108', '1', '19', '27', '199', '2', '0', '27', '38', '337', '5', '0', '6', '40', '2', '15', '159', '322', '227', '430', '1', '1', '0', '0', '1', '0', '2', '30', '4', '29', '6', '14', '5', '10', '0', '0', '0', '0', '22', '49', '37', '11']
['20', '18', '33', '144', '2', '19', '68', '0', '16', '22', '239', '2', '0', '25', '38', '230', '0', '1', '1', '6', '3', '25', '233', '205', '377', '273', '0', '0', '1', '1', '0', '2', '5', '55', '7', '84', '5', '12', '6', '13', '2', '3', '0', '2', '30', '58', '29', '02']
['21', '25', '18', '64', '0', '37', '166', '2', '30', '45', '269', '1', '1', '18', '27', '227', '1', '1', '3', '14', '1', '5', '255', '222', '319', '388', '1', '0', '1', '1', '1', '2', '7', '58', '8', '53', '8', '16', '6', '11', '0', '0', '0', '0', '28', '45', '31', '15']
['15', '27', '22', '89', '2', '24', '99', '1', '16', '22', '162', '2', '0', '31', '48', '283', '2', '3', '4', '19', '4', '21', '143', '262', '232', '361', '3', '2', '3', '0', '2', '3', '11', '88', '4', '21', '3', '8', '6', '14', '0', '0', '0', '2', '25', '32', '34', '28']
['19', '15', '39', '134', '0', '23', '93', '0', '16', '26', '166', '1', '1', '18', '35', '202', '0', '1', '1', '7', '4', '23', '159', '179', '293', '272', '0', '0', '4', '2', '1', '3', '3', '18', '8', '72', '6', '13', '5', '14', '0', '0', '0', '2', '32', '57', '27', '03']
['15', '27', '33', '128', '0', '25', '103', '1', '14', '24', '120', '2', '0', '30', '57', '348', '3', '2', '1', '0', '4', '24', '120', '324', '248', '427', '2', '1', '0', '0', '1', '2', '8', '97', '3', '30', '6', '14', '7', '17', '0', '0', '1', '2', '25', '44', '34', '16']
['33', '21', '34', '175', '1', '14', '70', '1', '28', '41', '331', '5', '1', '24', '42', '282', '3', '1', '1', '9', '2', '18', '322', '264', '497', '334', '2', '2', '1', '0', '3', '1', '8', '87', '11', '104', '3', '8', '3', '10', '2', '2', '0', '1', '36', '34', '23', '26']
['11', '24', '18', '54', '0', '32', '158', '0', '20', '34', '220', '1', '2', '24', '39', '364', '4', '0', '5', '34', '0', '0', '186', '364', '240', '522', '1', '1', '4', '2', '3', '2', '5', '30', '4', '48', '3', '14', '8', '13', '1', '3', '0', '0', '27', '10', '32', '50']
['16', '15', '24', '97', '1', '26', '73', '0', '16', '29', '223', '0', '0', '22', '31', '219', '1', '0', '1', '2', '3', '26', '221', '193', '318', '266', '4', '3', '2', '1', '3', '1', '8', '70', '9', '73', '1', '9', '6', '16', '0', '0', '0', '0', '27', '13', '32', '47']
['23', '22', '24', '72', '1', '29', '97', '0', '25', '36', '335', '1', '0', '25', '35', '310', '2', '0', '3', '18', '2', '14', '317', '296', '389', '393', '3', '3', '0', '0', '3', '0', '3', '25', '4', '30', '6', '11', '6', '13', '0', '0', '1', '1', '28', '01', '31', '59']
['18', '20', '32', '152', '1', '34', '116', '1', '19', '36', '268', '1', '1', '23', '38', '247', '1', '1', '1', '8', '1', '15', '260', '232', '412', '348', '2', '1', '0', '0', '2', '1', '15', '101', '5', '55', '6', '16', '9', '18', '0', '0', '0', '0', '35', '02', '24', '58']
['22', '15', '20', '111', '0', '29', '203', '2', '30', '46', '245', '2', '1', '14', '22', '124', '0', '1', '4', '25', '1', '10', '220', '114', '331', '317', '1', '0', '2', '1', '1', '2', '5', '45', '5', '48', '5', '13', '4', '11', '0', '1', '0', '0', '33', '50', '26', '10']
['15', '24', '13', '24', '0', '34', '183', '0', '22', '40', '315', '1', '1', '21', '36', '263', '3', '0', '5', '47', '1', '7', '268', '256', '292', '439', '1', '0', '0', '0', '1', '0', '3', '20', '3', '20', '3', '14', '7', '15', '1', '3', '1', '1', '24', '04', '35', '56']
['17', '24', '23', '95', '0', '29', '154', '2', '20', '43', '260', '0', '1', '16', '30', '250', '3', '0', '3', '33', '3', '24', '227', '226', '322', '380', '1', '1', '3', '2', '2', '2', '8', '85', '5', '40', '4', '16', '2', '9', '1', '2', '1', '1', '30', '48', '29', '12']
['15', '28', '17', '71', '0', '41', '230', '2', '18', '28', '194', '1', '0', '21', '31', '270', '1', '1', '9', '44', '2', '19', '150', '251', '221', '481', '1', '0', '3', '1', '0', '2', '5', '40', '8', '71', '2', '13', '6', '12', '1', '3', '0', '0', '22', '21', '37', '39']
['22', '22', '28', '84', '2', '16', '64', '0', '30', '39', '282', '0', '1', '25', '37', '339', '2', '3', '2', '12', '3', '18', '270', '321', '354', '385', '0', '0', '0', '0', '1', '3', '5', '82', '4', '27', '8', '14', '3', '8', '0', '0', '0', '0', '35', '47', '24', '13']
['24', '20', '33', '99', '2', '22', '87', '1', '24', '31', '300', '1', '1', '19', '31', '315', '2', '0', '3', '25', '3', '25', '275', '290', '374', '377', '1', '0', '1', '1', '1', '1', '8', '63', '7', '79', '7', '12', '5', '11', '0', '0', '0', '0', '34', '22', '25', '38']
['26', '18', '35', '87', '1', '19', '115', '1', '31', '41', '312', '2', '0', '18', '32', '182', '1', '0', '2', '11', '1', '6', '301', '176', '388', '291', '0', '0', '0', '0', '0', '0', '12', '95', '8', '80', '12', '17', '4', '11', '0', '0', '1', '1', '37', '14', '22', '46']
['28', '16', '36', '123', '0', '14', '28', '0', '24', '33', '301', '5', '0', '23', '40', '274', '0', '1', '0', '0', '1', '0', '301', '274', '424', '302', '1', '1', '1', '1', '1', '2', '6', '42', '9', '94', '8', '12', '3', '11', '0', '0', '0', '1', '35', '43', '24', '17']
['15', '18', '18', '44', '0', '25', '150', '0', '24', '43', '263', '0', '1', '15', '23', '191', '1', '1', '5', '27', '2', '12', '236', '179', '280', '329', '0', '0', '2', '1', '1', '2', '7', '48', '8', '53', '6', '18', '6', '11', '3', '3', '0', '0', '31', '08', '28', '52']
['15', '20', '16', '54', '0', '32', '142', '2', '25', '41', '235', '0', '2', '19', '27', '301', '3', '0', '5', '59', '2', '19', '176', '282', '230', '424', '4', '2', '0', '0', '4', '0', '6', '54', '6', '60', '4', '14', '6', '12', '1', '4', '0', '1', '28', '21', '31', '21']
['8', '20', '23', '27', '0', '21', '34', '0', '12', '29', '135', '2', '0', '35', '51', '308', '0', '0', '3', '36', '5', '32', '99', '276', '126', '310', '3', '0', '4', '2', '0', '2', '10', '70', '4', '27', '3', '15', '4', '18', '0', '0', '1', '3', '24', '02', '35', '58']
['11', '29', '20', '171', '1', '44', '230', '2', '13', '29', '114', '0', '1', '22', '35', '218', '2', '0', '2', '15', '2', '13', '99', '205', '270', '435', '0', '0', '1', '0', '1', '0', '6', '30', '8', '69', '1', '11', '7', '14', '0', '2', '0', '1', '22', '12', '37', '48']
['18', '7', '31', '116', '1', '22', '87', '0', '22', '30', '226', '2', '0', '12', '24', '159', '0', '0', '3', '29', '6', '57', '197', '102', '313', '189', '1', '1', '2', '1', '1', '1', '6', '46', '4', '36', '7', '16', '3', '14', '0', '0', '0', '2', '35', '14', '24', '46']
['25', '16', '31', '92', '0', '22', '128', '2', '27', '31', '337', '4', '0', '25', '41', '236', '1', '0', '0', '0', '1', '1', '337', '235', '429', '363', '1', '1', '2', '1', '1', '1', '3', '25', '12', '123', '5', '11', '7', '16', '0', '0', '1', '2', '30', '31', '29', '29']
['30', '16', '27', '146', '0', '33', '98', '2', '29', '50', '363', '2', '1', '14', '17', '234', '2', '0', '0', '0', '2', '13', '363', '221', '509', '319', '2', '1', '0', '0', '2', '0', '9', '56', '5', '35', '3', '10', '2', '10', '0', '1', '0', '0', '31', '20', '28', '40']
['20', '15', '26', '73', '1', '21', '133', '0', '26', '39', '299', '1', '1', '18', '33', '195', '1', '4', '2', '0', '2', '19', '299', '176', '372', '309', '0', '0', '0', '0', '1', '4', '8', '61', '6', '54', '5', '14', '2', '11', '0', '1', '1', '1', '32', '17', '27', '43']
['15', '19', '28', '113', '1', '20', '93', '0', '21', '25', '171', '1', '0', '26', '45', '281', '2', '2', '3', '7', '2', '8', '164', '273', '277', '366', '1', '0', '1', '1', '0', '3', '6', '55', '7', '63', '5', '13', '4', '13', '0', '0', '1', '3', '32', '19', '27', '41']
['28', '21', '29', '171', '0', '27', '161', '1', '25', '45', '340', '5', '0', '29', '46', '245', '4', '1', '3', '31', '0', '0', '309', '245', '480', '406', '1', '1', '2', '1', '1', '2', '7', '88', '7', '47', '9', '17', '6', '15', '0', '0', '2', '2', '30', '52', '29', '08']
['15', '17', '21', '59', '0', '26', '93', '0', '23', '34', '274', '2', '2', '23', '35', '267', '2', '0', '5', '51', '2', '14', '223', '253', '282', '346', '2', '1', '1', '1', '3', '1', '3', '29', '5', '35', '3', '12', '7', '16', '0', '1', '0', '0', '30', '23', '29', '37']
['21', '20', '20', '94', '0', '36', '129', '1', '26', '37', '231', '2', '1', '17', '20', '231', '4', '0', '5', '32', '1', '10', '199', '221', '293', '350', '1', '1', '1', '0', '2', '0', '6', '39', '4', '45', '5', '12', '8', '12', '1', '1', '0', '0', '27', '50', '32', '10']
['22', '21', '33', '83', '1', '20', '85', '1', '22', '35', '246', '1', '1', '23', '38', '297', '1', '1', '1', '1', '2', '12', '245', '285', '328', '370', '0', '0', '3', '0', '1', '1', '5', '43', '5', '62', '7', '14', '0', '8', '0', '0', '0', '1', '34', '33', '25', '27']
['20', '14', '37', '155', '0', '19', '50', '0', '17', '28', '173', '1', '1', '18', '32', '160', '1', '1', '3', '23', '3', '20', '150', '140', '305', '190', '2', '1', '1', '1', '2', '2', '6', '48', '8', '94', '5', '15', '4', '13', '2', '2', '0', '0', '33', '56', '26', '04']
['21', '23', '31', '240', '1', '27', '123', '1', '16', '27', '235', '2', '0', '22', '28', '319', '4', '0', '5', '23', '1', '11', '212', '308', '452', '431', '1', '0', '1', '1', '0', '1', '8', '56', '5', '6', '5', '13', '7', '11', '1', '3', '0', '0', '30', '56', '29', '04']
['18', '20', '28', '103', '1', '25', '120', '0', '22', '39', '204', '1', '1', '23', '47', '276', '2', '2', '2', '14', '3', '24', '190', '252', '293', '372', '1', '1', '0', '0', '2', '2', '6', '75', '10', '95', '4', '13', '5', '17', '0', '0', '1', '4', '29', '29', '30', '31']
['15', '28', '17', '94', '0', '36', '182', '0', '19', '32', '161', '1', '1', '21', '30', '249', '3', '0', '3', '25', '2', '8', '136', '241', '230', '423', '2', '0', '0', '0', '1', '0', '4', '40', '5', '30', '6', '12', '9', '12', '0', '0', '0', '0', '25', '27', '34', '33']
['13', '26', '19', '44', '2', '36', '140', '1', '20', '34', '216', '0', '0', '26', '36', '311', '3', '2', '3', '29', '1', '9', '187', '302', '231', '442', '2', '1', '0', '0', '1', '2', '9', '72', '7', '48', '2', '14', '9', '14', '3', '3', '0', '0', '21', '07', '38', '53']
['20', '28', '25', '104', '1', '17', '23', '1', '21', '44', '296', '3', '1', '40', '55', '380', '3', '2', '2', '15', '3', '26', '281', '354', '385', '377', '3', '1', '0', '0', '2', '2', '12', '127', '9', '63', '9', '17', '7', '15', '0', '2', '0', '0', '28', '44', '31', '16']
['14', '17', '36', '68', '2', '17', '55', '1', '15', '21', '192', '1', '0', '30', '50', '295', '1', '3', '4', '18', '4', '32', '174', '263', '242', '318', '1', '1', '1', '1', '1', '4', '6', '45', '11', '98', '4', '14', '2', '14', '0', '1', '2', '2', '30', '59', '29', '01']
['28', '19', '39', '230', '3', '20', '74', '0', '20', '33', '274', '1', '0', '28', '41', '361', '2', '2', '2', '11', '2', '11', '263', '350', '493', '424', '1', '0', '2', '2', '0', '4', '1', '10', '5', '38', '8', '14', '6', '12', '0', '0', '0', '2', '37', '28', '22', '32']
['24', '27', '23', '150', '2', '18', '69', '0', '22', '25', '254', '3', '0', '34', '52', '341', '3', '0', '3', '8', '1', '11', '246', '330', '396', '399', '2', '1', '1', '0', '1', '0', '10', '92', '6', '28', '4', '8', '5', '14', '0', '0', '2', '2', '29', '36', '30', '24']
['19', '14', '25', '72', '1', '24', '106', '1', '31', '49', '277', '1', '0', '23', '38', '204', '1', '1', '1', '6', '3', '29', '271', '175', '343', '281', '1', '1', '0', '0', '1', '1', '9', '75', '16', '121', '5', '16', '4', '15', '0', '1', '0', '0', '35', '04', '33', '21']
['25', '23', '26', '67', '0', '16', '45', '2', '31', '46', '365', '4', '0', '37', '56', '380', '1', '0', '2', '14', '5', '27', '351', '353', '418', '398', '1', '0', '7', '2', '0', '2', '8', '70', '8', '45', '5', '14', '7', '19', '0', '0', '2', '3', '34', '04', '25', '56']
['21', '22', '20', '110', '2', '31', '121', '1', '24', '34', '220', '0', '2', '28', '41', '274', '1', '0', '3', '22', '1', '9', '198', '265', '308', '386', '2', '1', '0', '0', '3', '0', '3', '25', '12', '121', '2', '8', '9', '18', '0', '2', '0', '0', '25', '40', '34', '20']
['19', '13', '42', '128', '1', '11', '30', '0', '16', '26', '207', '2', '0', '27', '51', '234', '1', '1', '1', '5', '1', '7', '202', '227', '330', '257', '1', '1', '3', '3', '1', '4', '4', '28', '4', '43', '7', '16', '4', '16', '0', '0', '1', '1', '36', '13', '23', '47']
['16', '24', '22', '63', '0', '27', '143', '0', '22', '31', '231', '1', '1', '26', '41', '296', '3', '0', '2', '10', '1', '11', '221', '285', '284', '428', '0', '0', '3', '1', '1', '1', '1', '7', '6', '39', '1', '10', '5', '13', '3', '3', '0', '0', '28', '33', '34', '04']
['20', '22', '23', '100', '2', '25', '82', '1', '17', '29', '177', '0', '0', '26', '38', '329', '0', '1', '2', '9', '6', '50', '168', '279', '268', '361', '0', '0', '0', '0', '0', '1', '6', '60', '9', '50', '6', '12', '6', '15', '0', '0', '0', '1', '27', '11', '32', '49']
['14', '19', '25', '121', '0', '40', '236', '2', '13', '31', '186', '0', '1', '13', '18', '179', '0', '1', '0', '0', '3', '7', '186', '172', '307', '408', '1', '1', '1', '1', '2', '2', '8', '65', '7', '62', '7', '14', '6', '14', '0', '0', '0', '1', '28', '30', '31', '30']
['18', '21', '20', '155', '1', '30', '77', '1', '17', '30', '142', '0', '0', '23', '30', '306', '1', '0', '2', '29', '2', '10', '113', '296', '268', '373', '1', '1', '2', '1', '1', '1', '4', '40', '3', '20', '4', '10', '9', '15', '0', '1', '0', '0', '24', '22', '35', '38']
['21', '16', '36', '232', '1', '27', '136', '0', '13', '32', '136', '0', '1', '15', '22', '125', '2', '1', '0', '0', '1', '3', '136', '122', '368', '258', '0', '0', '1', '0', '1', '1', '8', '83', '5', '33', '6', '15', '4', '12', '3', '4', '1', '1', '31', '04', '28', '56']
['20', '26', '23', '121', '0', '28', '87', '1', '22', '33', '225', '2', '0', '29', '37', '301', '2', '0', '3', '24', '2', '17', '201', '284', '322', '371', '1', '1', '0', '0', '1', '0', '11', '65', '7', '71', '1', '9', '4', '12', '0', '2', '1', '1', '23', '30', '36', '30']
['21', '19', '39', '174', '1', '25', '104', '1', '20', '27', '156', '1', '0', '15', '29', '295', '2', '1', '1', '3', '1', '10', '153', '285', '327', '389', '0', '0', '5', '2', '0', '3', '3', '25', '4', '47', '6', '15', '2', '8', '0', '0', '0', '0', '37', '03', '22', '57']
['21', '29', '15', '65', '0', '35', '135', '2', '27', '35', '368', '4', '2', '25', '36', '412', '3', '0', '2', '21', '1', '10', '347', '402', '412', '537', '3', '0', '0', '0', '2', '0', '8', '55', '5', '40', '6', '9', '8', '13', '0', '0', '1', '1', '22', '07', '37', '53']
['16', '19', '26', '101', '0', '26', '121', '1', '16', '29', '155', '1', '1', '19', '28', '269', '2', '1', '9', '78', '2', '9', '77', '260', '178', '381', '5', '3', '2', '1', '4', '2', '7', '59', '10', '119', '5', '17', '5', '10', '2', '3', '0', '0', '29', '44', '30', '16']
['14', '18', '30', '102', '1', '22', '59', '0', '14', '23', '103', '1', '0', '25', '41', '289', '2', '1', '0', '0', '4', '36', '103', '253', '205', '312', '2', '0', '5', '2', '0', '3', '5', '60', '10', '83', '5', '12', '8', '17', '0', '0', '1', '1', '27', '54', '32', '06']
['15', '17', '20', '91', '0', '40', '218', '3', '20', '34', '302', '2', '3', '15', '25', '168', '1', '0', '4', '30', '3', '18', '272', '150', '363', '368', '3', '0', '0', '0', '3', '0', '7', '48', '2', '10', '1', '11', '6', '16', '0', '2', '0', '0', '25', '03', '34', '57']
['22', '22', '33', '108', '1', '21', '113', '1', '22', '35', '200', '1', '0', '27', '39', '299', '1', '0', '2', '14', '3', '22', '186', '277', '294', '390', '1', '1', '1', '1', '1', '1', '6', '45', '5', '40', '10', '17', '4', '11', '0', '0', '0', '0', '37', '28', '27', '50']
['11', '25', '14', '32', '0', '31', '160', '1', '17', '32', '239', '0', '2', '25', '41', '249', '1', '1', '8', '56', '2', '7', '183', '242', '215', '402', '3', '2', '1', '0', '4', '1', '7', '53', '9', '55', '1', '12', '8', '17', '1', '2', '0', '1', '24', '23', '35', '37']
['14', '20', '27', '137', '2', '32', '127', '0', '15', '27', '137', '1', '1', '21', '38', '207', '2', '1', '4', '43', '1', '7', '94', '200', '231', '327', '1', '0', '0', '0', '1', '1', '6', '60', '6', '71', '4', '14', '7', '17', '1', '2', '0', '0', '26', '43', '33', '17']
['16', '22', '19', '30', '0', '23', '86', '0', '24', '36', '349', '3', '2', '24', '46', '240', '0', '2', '0', '0', '7', '63', '349', '177', '379', '263', '1', '1', '3', '2', '3', '4', '9', '45', '8', '47', '2', '8', '4', '16', '0', '0', '1', '4', '26', '03', '33', '57']
['22', '17', '21', '59', '0', '27', '145', '1', '30', '56', '292', '1', '2', '17', '27', '160', '2', '0', '1', '10', '3', '13', '282', '147', '341', '292', '0', '0', '1', '0', '2', '0', '4', '38', '11', '72', '12', '20', '0', '9', '0', '2', '1', '1', '29', '16', '30', '44']
['22', '16', '21', '67', '0', '24', '111', '0', '28', '39', '298', '3', '0', '17', '23', '245', '2', '3', '4', '16', '4', '11', '282', '234', '349', '345', '0', '0', '0', '0', '0', '3', '4', '21', '1', '15', '4', '10', '7', '12', '0', '1', '0', '0', '32', '30', '27', '30']
['15', '18', '17', '122', '0', '43', '113', '2', '16', '37', '181', '2', '3', '18', '28', '182', '0', '0', '1', '3', '2', '0', '178', '182', '300', '295', '0', '0', '2', '1', '3', '1', '6', '41', '4', '45', '3', '11', '9', '20', '0', '0', '2', '2', '20', '47', '39', '13']
['24', '25', '22', '67', '1', '26', '87', '0', '32', '43', '323', '1', '0', '24', '36', '334', '2', '1', '0', '0', '1', '7', '323', '327', '390', '414', '1', '1', '2', '1', '1', '2', '4', '45', '4', '32', '6', '10', '8', '12', '0', '1', '0', '0', '29', '34', '30', '26']
['12', '20', '27', '70', '1', '34', '96', '0', '13', '25', '140', '0', '0', '25', '38', '350', '2', '0', '2', '14', '1', '8', '126', '342', '196', '438', '1', '0', '1', '0', '0', '0', '7', '41', '10', '93', '4', '14', '8', '17', '0', '1', '0', '1', '28', '55', '31', '05']
['19', '27', '36', '146', '0', '16', '100', '0', '19', '26', '304', '4', '0', '33', '48', '435', '3', '2', '1', '13', '4', '23', '291', '412', '437', '512', '2', '0', '2', '2', '0', '4', '3', '20', '4', '44', '7', '14', '2', '10', '1', '1', '1', '1', '33', '57', '26', '03']
['23', '30', '26', '120', '2', '36', '208', '1', '30', '38', '320', '2', '1', '24', '43', '302', '2', '0', '1', '5', '2', '8', '315', '294', '435', '502', '1', '1', '2', '1', '2', '1', '3', '11', '2', '10', '10', '13', '7', '15', '0', '0', '1', '2', '28', '06', '31', '54']
['15', '21', '29', '110', '0', '32', '210', '2', '21', '35', '228', '2', '1', '19', '31', '301', '1', '2', '3', '21', '2', '8', '207', '293', '317', '503', '3', '0', '3', '3', '1', '5', '7', '45', '6', '35', '6', '18', '5', '11', '0', '2', '0', '0', '34', '32', '25', '28']
['22', '16', '36', '145', '1', '13', '27', '0', '22', '32', '225', '3', '0', '20', '43', '213', '1', '3', '1', '16', '2', '8', '209', '205', '354', '232', '0', '0', '0', '0', '0', '3', '6', '70', '6', '43', '8', '15', '5', '12', '1', '1', '0', '1', '36', '37', '23', '23']
['21', '23', '22', '77', '1', '32', '111', '3', '29', '47', '325', '0', '2', '21', '26', '293', '2', '0', '2', '16', '4', '38', '309', '255', '386', '366', '1', '1', '2', '2', '3', '2', '5', '65', '7', '33', '8', '16', '7', '10', '1', '2', '0', '0', '28', '10', '31', '50']
['21', '21', '33', '133', '1', '33', '108', '0', '22', '38', '231', '0', '0', '28', '44', '354', '1', '1', '0', '0', '1', '4', '231', '350', '364', '458', '1', '0', '2', '0', '0', '1', '11', '105', '7', '60', '3', '13', '8', '18', '0', '1', '0', '1', '38', '30', '33', '03']
['14', '23', '16', '48', '0', '39', '189', '1', '21', '33', '194', '1', '1', '15', '25', '159', '2', '2', '6', '37', '1', '9', '157', '150', '205', '339', '2', '0', '0', '0', '1', '2', '7', '59', '5', '55', '3', '14', '6', '13', '1', '1', '1', '2', '25', '05', '34', '55']
