['17', '18', '16', '82', '1', '19', '94', '0', '31', '37', '224', '0', '1', '23', '40', '232', '1', '0', '0', '0', '2', '18', '224', '214', '306', '308', '0', '0', '0', '0', '1', '0', '5', '40', '4', '16', '2', '10', '6', '14', '0', '1', '0', '2', '31', '31', '28', '29']
['16', '29', '21', '107', '1', '40', '280', '3', '17', '28', '196', '0', '0', '17', '25', '174', '1', '0', '5', '34', '1', '3', '162', '171', '269', '451', '2', '0', '0', '0', '0', '0', '4', '51', '5', '42', '3', '11', '4', '9', '1', '1', '0', '1', '25', '41', '34', '19']
['27', '18', '38', '169', '2', '24', '151', '1', '22', '42', '170', '0', '1', '16', '30', '206', '2', '1', '1', '11', '3', '17', '159', '189', '328', '340', '3', '0', '2', '1', '1', '2', '3', '30', '7', '62', '8', '18', '4', '11', '1', '3', '0', '0', '36', '38', '23', '22']
['33', '26', '32', '130', '2', '15', '116', '3', '37', '48', '389', '4', '0', '28', '40', '318', '2', '0', '3', '31', '1', '9', '358', '309', '488', '425', '1', '1', '2', '2', '1', '2', '5', '46', '7', '52', '9', '14', '5', '10', '1', '1', '1', '1', '37', '13', '22', '47']
['15', '29', '20', '107', '0', '41', '248', '3', '20', '33', '183', '2', '0', '18', '24', '302', '2', '0', '2', '18', '1', '0', '165', '302', '272', '550', '1', '1', '2', '1', '1', '1', '4', '20', '4', '27', '6', '13', '5', '9', '0', '0', '0', '0', '23', '59', '36', '01']
['20', '15', '39', '136', '1', '17', '58', '0', '16', '32', '188', '0', '0', '25', '40', '282', '0', '1', '2', '11', '4', '31', '177', '251', '313', '309', '3', '0', '2', '2', '0', '3', '4', '30', '5', '49', '5', '17', '2', '12', '0', '1', '0', '1', '33', '36', '26', '24']
['18', '14', '29', '145', '0', '22', '73', '0', '19', '30', '213', '1', '1', '17', '30', '206', '2', '1', '2', '13', '3', '16', '200', '190', '345', '263', '2', '1', '2', '1', '2', '2', '2', '15', '6', '44', '4', '13', '8', '15', '0', '0', '0', '1', '32', '17', '27', '43']
['16', '24', '20', '52', '0', '32', '185', '2', '17', '35', '247', '2', '3', '32', '36', '279', '0', '0', '4', '23', '3', '15', '224', '264', '276', '449', '2', '1', '2', '1', '4', '1', '3', '35', '8', '91', '4', '12', '5', '13', '0', '1', '0', '0', '23', '56', '36', '04']
['22', '18', '33', '148', '0', '13', '29', '1', '21', '37', '300', '2', '0', '32', '47', '315', '0', '1', '2', '10', '1', '9', '290', '306', '438', '335', '1', '0', '2', '2', '0', '3', '6', '62', '7', '70', '4', '15', '2', '12', '0', '0', '1', '1', '34', '39', '25', '21']
['24', '15', '25', '114', '0', '30', '118', '1', '38', '63', '356', '1', '3', '14', '25', '168', '1', '1', '0', '0', '0', '0', '356', '168', '470', '286', '2', '0', '0', '0', '3', '1', '5', '50', '1', '5', '10', '22', '4', '12', '1', '2', '0', '1', '34', '04', '25', '56']
['14', '21', '29', '111', '0', '40', '114', '2', '8', '24', '136', '0', '3', '18', '29', '220', '3', '0', '2', '8', '1', '9', '128', '211', '239', '325', '1', '1', '1', '0', '4', '0', '6', '77', '3', '20', '1', '11', '11', '18', '2', '3', '0', '0', '25', '17', '34', '43']
['19', '25', '20', '58', '0', '28', '84', '1', '21', '44', '223', '2', '1', '27', '39', '345', '2', '0', '3', '18', '2', '14', '205', '331', '263', '415', '1', '0', '2', '1', '1', '1', '6', '49', '4', '45', '5', '14', '4', '12', '0', '1', '0', '0', '27', '29', '32', '31']
['22', '19', '20', '93', '0', '15', '40', '1', '34', '50', '382', '3', '0', '28', '39', '347', '4', '0', '4', '29', '4', '39', '353', '308', '446', '348', '2', '2', '1', '0', '2', '0', '8', '70', '3', '21', '5', '15', '6', '13', '3', '3', '0', '0', '31', '01', '28', '59']
['19', '23', '19', '34', '0', '29', '124', '2', '23', '46', '322', '2', '1', '19', '28', '175', '0', '0', '0', '0', '9', '48', '322', '127', '356', '251', '1', '0', '0', '0', '1', '0', '9', '92', '4', '44', '5', '15', '6', '15', '2', '2', '1', '1', '27', '31', '32', '29']
['21', '31', '35', '208', '4', '26', '140', '1', '18', '29', '270', '1', '0', '24', '40', '323', '2', '5', '0', '0', '1', '5', '270', '318', '478', '458', '0', '0', '0', '0', '0', '5', '7', '73', '4', '52', '8', '13', '7', '10', '0', '1', '1', '1', '32', '35', '27', '25']
['21', '17', '24', '152', '1', '23', '119', '0', '27', '33', '277', '2', '0', '18', '43', '198', '1', '2', '4', '21', '2', '15', '256', '183', '408', '302', '1', '0', '0', '0', '0', '2', '6', '45', '4', '24', '6', '14', '4', '15', '0', '0', '3', '4', '32', '45', '27', '15']
['22', '30', '38', '261', '2', '49', '272', '1', '16', '30', '233', '2', '1', '26', '39', '329', '3', '0', '0', '0', '2', '12', '233', '317', '494', '589', '0', '0', '1', '0', '1', '0', '2', '15', '5', '35', '5', '12', '8', '18', '0', '0', '1', '2', '33', '40', '40', '33']
['20', '27', '24', '102', '1', '37', '210', '2', '19', '29', '288', '2', '2', '23', '34', '261', '3', '0', '0', '0', '1', '8', '288', '253', '390', '463', '1', '1', '1', '0', '3', '0', '4', '22', '10', '93', '4', '8', '9', '15', '0', '1', '0', '0', '23', '55', '36', '05']
['21', '24', '29', '94', '3', '27', '78', '0', '16', '27', '284', '1', '0', '29', '45', '350', '4', '0', '1', '8', '6', '37', '276', '313', '370', '391', '1', '1', '1', '1', '1', '1', '7', '85', '5', '40', '1', '9', '8', '17', '0', '0', '0', '2', '26', '18', '33', '42']
['21', '13', '29', '70', '1', '29', '99', '2', '28', '37', '266', '2', '1', '11', '24', '90', '1', '2', '4', '13', '4', '12', '253', '78', '323', '177', '2', '1', '2', '0', '2', '2', '11', '100', '5', '45', '6', '16', '4', '13', '1', '1', '1', '1', '31', '03', '28', '57']
['23', '25', '21', '89', '1', '31', '123', '2', '23', '35', '277', '2', '2', '23', '34', '299', '1', '0', '2', '17', '2', '5', '260', '294', '349', '417', '0', '0', '1', '0', '2', '0', '7', '63', '7', '59', '7', '12', '5', '12', '0', '0', '0', '0', '28', '24', '31', '36']
['15', '17', '19', '50', '0', '24', '95', '1', '28', '41', '268', '1', '1', '18', '29', '176', '0', '0', '3', '24', '4', '21', '244', '155', '294', '250', '1', '0', '1', '0', '1', '0', '6', '60', '3', '25', '7', '16', '4', '14', '1', '1', '0', '0', '28', '54', '31', '06']
['22', '23', '26', '122', '1', '22', '127', '1', '30', '44', '262', '1', '1', '24', '33', '279', '3', '2', '2', '16', '0', '0', '246', '279', '368', '406', '2', '0', '0', '0', '1', '2', '7', '95', '4', '45', '9', '17', '3', '7', '0', '1', '0', '0', '34', '37', '25', '23']
['14', '23', '14', '63', '1', '37', '238', '2', '17', '43', '183', '0', '1', '26', '37', '246', '2', '1', '0', '0', '0', '0', '183', '246', '246', '484', '3', '2', '2', '0', '3', '1', '9', '70', '8', '65', '4', '15', '9', '17', '1', '2', '0', '0', '21', '59', '38', '01']
['23', '23', '20', '90', '3', '30', '164', '2', '26', '46', '260', '0', '1', '16', '21', '222', '4', '0', '4', '31', '1', '11', '229', '211', '319', '375', '2', '1', '0', '0', '2', '0', '5', '62', '8', '47', '5', '12', '4', '8', '2', '2', '0', '0', '30', '43', '29', '17']
['27', '21', '33', '231', '1', '28', '69', '1', '29', '40', '232', '2', '1', '24', '37', '277', '3', '1', '4', '26', '4', '34', '206', '243', '437', '312', '4', '3', '1', '0', '4', '1', '5', '37', '9', '43', '8', '15', '3', '14', '0', '0', '2', '2', '38', '54', '33', '09']
['15', '24', '21', '69', '0', '30', '114', '1', '16', '29', '151', '1', '2', '27', '43', '245', '2', '0', '3', '25', '2', '13', '126', '232', '195', '346', '1', '0', '0', '0', '2', '0', '5', '35', '4', '61', '5', '12', '6', '14', '0', '0', '0', '1', '24', '18', '35', '42']
['20', '16', '22', '46', '1', '29', '103', '1', '26', '48', '278', '1', '0', '16', '26', '150', '1', '1', '4', '35', '4', '17', '243', '133', '289', '236', '1', '1', '0', '0', '1', '1', '6', '35', '7', '50', '3', '15', '9', '15', '4', '6', '0', '0', '29', '08', '30', '52']
['14', '18', '28', '68', '1', '30', '127', '0', '15', '31', '182', '0', '1', '20', '30', '210', '2', '0', '3', '20', '1', '8', '162', '202', '230', '329', '2', '2', '1', '0', '3', '0', '0', '0', '2', '15', '6', '16', '4', '13', '0', '1', '0', '2', '28', '33', '31', '27']
['19', '21', '37', '183', '0', '28', '124', '1', '13', '20', '149', '1', '2', '25', '34', '250', '3', '1', '2', '9', '0', '0', '140', '250', '323', '374', '4', '3', '0', '0', '5', '1', '6', '49', '2', '15', '2', '9', '6', '12', '1', '2', '0', '1', '29', '48', '30', '12']
['22', '16', '29', '120', '1', '23', '75', '0', '25', '34', '276', '3', '0', '24', '34', '205', '2', '1', '0', '0', '0', '0', '276', '205', '396', '280', '0', '0', '3', '1', '0', '2', '7', '64', '9', '73', '7', '12', '7', '12', '0', '0', '0', '0', '31', '22', '28', '38']
['23', '24', '30', '182', '1', '22', '94', '1', '25', '39', '301', '1', '0', '24', '41', '321', '2', '1', '2', '13', '4', '31', '288', '290', '470', '384', '2', '2', '1', '1', '2', '2', '8', '54', '4', '35', '4', '14', '2', '10', '0', '0', '1', '1', '29', '36', '30', '24']
['22', '25', '16', '72', '1', '38', '153', '2', '33', '51', '279', '0', '2', '18', '28', '226', '1', '0', '3', '16', '1', '8', '263', '218', '335', '371', '0', '0', '1', '0', '2', '0', '4', '41', '2', '20', '8', '16', '1', '8', '1', '3', '0', '0', '29', '18', '30', '42']
['18', '18', '32', '128', '1', '25', '112', '0', '18', '32', '237', '1', '3', '20', '35', '202', '1', '1', '3', '30', '3', '14', '207', '188', '335', '300', '0', '0', '1', '1', '3', '2', '4', '45', '5', '30', '4', '15', '4', '12', '2', '2', '0', '0', '32', '24', '27', '36']
['26', '26', '31', '103', '1', '26', '129', '0', '21', '28', '264', '2', '1', '22', '38', '269', '2', '2', '1', '2', '0', '0', '262', '269', '365', '398', '0', '0', '0', '0', '1', '2', '4', '19', '10', '50', '8', '12', '3', '10', '0', '0', '2', '2', '30', '48', '29', '12']
['21', '9', '24', '84', '1', '22', '52', '0', '22', '42', '263', '3', '2', '17', '28', '143', '0', '2', '1', '3', '7', '72', '260', '71', '344', '123', '1', '0', '5', '1', '2', '3', '4', '51', '9', '61', '4', '14', '2', '14', '1', '2', '1', '2', '27', '58', '32', '02']
['11', '18', '16', '57', '0', '40', '143', '1', '20', '32', '171', '1', '1', '17', '27', '206', '2', '1', '2', '7', '0', '0', '164', '206', '221', '349', '3', '2', '1', '0', '3', '1', '13', '125', '5', '43', '2', '11', '5', '15', '0', '1', '1', '3', '24', '35', '35', '25']
['26', '25', '23', '132', '2', '22', '142', '1', '29', '50', '350', '2', '1', '27', '36', '331', '4', '0', '2', '9', '1', '8', '341', '323', '473', '465', '1', '0', '0', '0', '1', '0', '6', '70', '9', '63', '7', '16', '6', '11', '3', '3', '0', '0', '30', '15', '29', '45']
['17', '16', '40', '161', '1', '15', '38', '0', '17', '27', '180', '0', '0', '22', '35', '287', '1', '2', '1', '9', '4', '41', '171', '246', '332', '284', '0', '0', '2', '1', '0', '3', '5', '42', '5', '42', '6', '17', '4', '12', '0', '1', '0', '0', '35', '52', '24', '08']
['18', '14', '25', '87', '1', '31', '62', '2', '23', '38', '300', '1', '0', '17', '22', '215', '1', '0', '2', '11', '5', '24', '289', '191', '376', '253', '3', '0', '3', '2', '0', '2', '4', '34', '4', '25', '3', '12', '2', '11', '0', '1', '2', '3', '29', '34', '30', '26']
['28', '24', '31', '153', '0', '21', '76', '1', '27', '39', '300', '4', '0', '26', '41', '347', '2', '1', '1', '5', '2', '15', '295', '332', '448', '408', '0', '0', '0', '0', '0', '1', '10', '75', '5', '30', '7', '13', '5', '12', '0', '0', '0', '0', '34', '09', '25', '51']
