['26', '25', '27', '185', '2', '35', '124', '3', '28', '35', '368', '4', '0', '16', '36', '267', '0', '0', '3', '16', '3', '20', '352', '247', '537', '371', '2', '1', '1', '0', '1', '0', '15', '139', '6', '55', '4', '11', '5', '15', '0', '0', '0', '2', '30', '14', '29', '46']
['13', '22', '12', '35', '0', '31', '129', '0', '29', '38', '220', '0', '1', '24', '39', '268', '1', '0', '3', '22', '1', '5', '198', '263', '233', '392', '1', '0', '0', '0', '1', '0', '6', '55', '5', '50', '4', '12', '8', '15', '1', '1', '0', '0', '25', '46', '34', '14']
['19', '23', '21', '60', '0', '30', '129', '0', '27', '37', '291', '1', '0', '27', '32', '346', '3', '0', '1', '7', '1', '5', '284', '341', '344', '470', '0', '0', '1', '0', '0', '0', '6', '52', '5', '50', '4', '11', '9', '14', '0', '0', '0', '0', '28', '44', '31', '16']
['17', '22', '22', '64', '0', '36', '140', '1', '22', '33', '192', '3', '1', '17', '28', '219', '2', '1', '1', '7', '4', '38', '185', '181', '249', '321', '0', '0', '1', '1', '1', '2', '4', '40', '3', '62', '3', '12', '8', '15', '1', '2', '0', '0', '25', '47', '34', '13']
['14', '12', '35', '168', '1', '24', '82', '0', '15', '24', '125', '0', '0', '20', '35', '224', '0', '0', '3', '27', '3', '11', '98', '213', '266', '295', '0', '0', '1', '1', '0', '1', '9', '61', '7', '45', '4', '15', '4', '15', '0', '0', '1', '2', '32', '15', '27', '45']
['20', '24', '21', '93', '0', '32', '136', '1', '20', '42', '300', '1', '4', '25', '34', '217', '2', '1', '3', '7', '2', '16', '293', '201', '386', '337', '2', '1', '1', '1', '5', '2', '11', '65', '7', '45', '2', '12', '4', '11', '1', '2', '0', '0', '26', '36', '33', '24']
['14', '22', '20', '91', '1', '32', '102', '0', '20', '38', '167', '0', '0', '23', '35', '243', '2', '0', '2', '21', '2', '10', '146', '233', '237', '335', '1', '1', '0', '0', '1', '0', '11', '131', '10', '72', '5', '15', '3', '13', '0', '3', '0', '0', '25', '38', '34', '22']
['29', '20', '31', '119', '1', '17', '81', '0', '30', '39', '447', '3', '0', '27', '45', '356', '2', '0', '2', '11', '1', '8', '436', '348', '555', '429', '0', '0', '1', '0', '0', '0', '9', '66', '5', '35', '6', '12', '4', '12', '0', '0', '1', '2', '35', '06', '24', '54']
['27', '16', '17', '107', '0', '19', '112', '2', '25', '46', '333', '2', '1', '21', '28', '251', '1', '0', '6', '34', '4', '19', '299', '232', '406', '344', '3', '1', '0', '0', '2', '0', '4', '30', '5', '40', '8', '15', '5', '12', '0', '0', '0', '0', '30', '49', '29', '11']
['21', '20', '36', '179', '3', '25', '99', '1', '15', '27', '215', '1', '1', '20', '34', '223', '1', '2', '1', '4', '2', '12', '211', '211', '390', '310', '0', '0', '2', '1', '1', '3', '7', '70', '10', '99', '6', '13', '6', '13', '0', '0', '0', '0', '30', '46', '29', '14']
['17', '18', '25', '83', '0', '29', '76', '1', '19', '36', '332', '1', '1', '20', '37', '216', '0', '1', '4', '26', '4', '26', '306', '190', '389', '266', '1', '0', '3', '0', '1', '1', '6', '41', '8', '70', '6', '15', '8', '18', '0', '1', '0', '0', '28', '49', '33', '09']
['10', '19', '23', '69', '0', '28', '77', '0', '17', '25', '125', '0', '0', '20', '32', '228', '0', '0', '3', '18', '6', '50', '107', '178', '176', '255', '2', '0', '0', '0', '0', '0', '5', '44', '6', '40', '4', '13', '7', '16', '0', '2', '0', '0', '21', '07', '38', '53']
['19', '22', '16', '20', '0', '34', '117', '1', '31', '45', '301', '1', '2', '18', '31', '204', '1', '0', '1', '11', '2', '10', '290', '194', '310', '311', '2', '2', '1', '1', '4', '1', '8', '59', '4', '34', '7', '14', '8', '15', '0', '2', '0', '0', '26', '49', '33', '11']
['21', '24', '32', '111', '0', '14', '44', '1', '24', '34', '230', '1', '0', '31', '39', '331', '1', '0', '2', '5', '1', '8', '225', '323', '336', '367', '0', '0', '0', '0', '0', '0', '5', '23', '6', '56', '5', '13', '2', '8', '0', '1', '0', '0', '33', '22', '26', '38']
['17', '21', '25', '126', '0', '27', '180', '3', '16', '24', '166', '2', '0', '23', '28', '230', '3', '0', '4', '21', '0', '0', '145', '230', '271', '410', '2', '2', '1', '0', '2', '0', '5', '47', '9', '79', '7', '12', '8', '12', '0', '0', '0', '0', '28', '58', '31', '02']
['21', '14', '39', '229', '2', '22', '97', '1', '18', '27', '179', '1', '0', '15', '25', '247', '1', '1', '2', '23', '2', '12', '156', '235', '385', '332', '3', '0', '3', '1', '0', '2', '4', '25', '7', '75', '5', '13', '5', '12', '0', '0', '1', '1', '36', '19', '23', '41']
['16', '26', '14', '40', '0', '39', '178', '1', '30', '50', '238', '2', '2', '22', '32', '231', '4', '1', '2', '10', '2', '29', '228', '202', '268', '380', '0', '0', '2', '1', '2', '2', '8', '69', '8', '61', '3', '14', '9', '15', '2', '5', '0', '0', '26', '10', '33', '50']
['11', '21', '19', '159', '0', '37', '131', '0', '15', '27', '99', '0', '1', '23', '39', '198', '1', '0', '2', '10', '3', '17', '89', '181', '248', '312', '0', '0', '2', '0', '1', '0', '6', '66', '9', '71', '2', '12', '8', '19', '0', '0', '1', '1', '23', '02', '36', '58']
['24', '19', '15', '59', '1', '27', '141', '2', '33', '50', '343', '2', '1', '19', '28', '252', '1', '0', '3', '35', '3', '29', '308', '223', '367', '364', '1', '1', '0', '0', '2', '0', '10', '70', '6', '34', '5', '12', '5', '11', '3', '3', '0', '0', '31', '23', '28', '37']
['12', '14', '32', '138', '0', '18', '62', '0', '15', '21', '122', '2', '0', '22', '32', '239', '1', '1', '3', '3', '5', '31', '119', '208', '257', '270', '1', '1', '1', '0', '1', '1', '6', '50', '7', '50', '7', '15', '4', '12', '0', '1', '0', '2', '32', '47', '27', '13']
['26', '25', '32', '126', '2', '33', '113', '3', '22', '28', '292', '3', '0', '23', '37', '332', '2', '1', '0', '0', '4', '24', '292', '308', '418', '421', '3', '2', '1', '1', '2', '2', '7', '52', '10', '55', '8', '12', '9', '18', '0', '0', '2', '3', '29', '43', '30', '17']
['12', '24', '25', '134', '0', '35', '166', '1', '14', '27', '64', '1', '2', '20', '33', '244', '4', '0', '2', '12', '0', '0', '52', '244', '186', '410', '1', '1', '0', '0', '3', '0', '10', '88', '9', '70', '3', '11', '3', '12', '0', '1', '2', '2', '25', '57', '34', '03']
['21', '24', '17', '49', '0', '39', '193', '2', '35', '47', '366', '3', '2', '21', '31', '176', '1', '0', '0', '0', '3', '15', '366', '161', '415', '354', '0', '0', '1', '1', '2', '1', '10', '137', '9', '103', '3', '10', '5', '14', '0', '2', '2', '3', '22', '28', '37', '32']
['16', '16', '15', '30', '0', '34', '103', '1', '26', '45', '220', '1', '2', '18', '23', '249', '1', '0', '3', '25', '2', '16', '195', '233', '225', '336', '1', '0', '3', '1', '2', '1', '8', '51', '10', '94', '1', '12', '4', '13', '0', '3', '0', '0', '23', '52', '36', '08']
['23', '21', '32', '125', '0', '20', '59', '0', '22', '33', '301', '2', '2', '25', '35', '378', '5', '0', '2', '9', '5', '41', '292', '337', '417', '396', '2', '0', '4', '1', '2', '1', '10', '60', '5', '69', '6', '14', '6', '13', '0', '0', '0', '0', '33', '38', '26', '22']
['20', '25', '9', '26', '0', '37', '125', '1', '28', '40', '328', '2', '3', '25', '33', '369', '3', '0', '2', '12', '0', '0', '316', '369', '342', '494', '2', '0', '0', '0', '3', '0', '7', '37', '5', '53', '1', '6', '7', '13', '0', '0', '0', '0', '22', '14', '37', '46']
['26', '21', '28', '151', '1', '19', '71', '0', '24', '35', '294', '2', '3', '25', '45', '264', '1', '0', '2', '17', '2', '11', '277', '253', '428', '324', '0', '0', '0', '0', '3', '0', '8', '68', '9', '98', '4', '9', '3', '13', '0', '0', '0', '0', '32', '35', '27', '25']
['25', '16', '21', '111', '2', '36', '92', '3', '22', '47', '242', '2', '3', '17', '24', '259', '1', '0', '1', '7', '3', '16', '235', '243', '346', '335', '1', '0', '1', '1', '3', '1', '10', '113', '11', '99', '5', '13', '8', '17', '0', '0', '0', '0', '26', '33', '33', '27']
['19', '18', '17', '70', '1', '38', '222', '2', '22', '39', '235', '1', '0', '15', '22', '101', '1', '1', '3', '23', '2', '17', '212', '84', '282', '306', '2', '2', '5', '1', '2', '2', '6', '40', '10', '73', '4', '11', '4', '12', '0', '0', '0', '0', '27', '34', '33', '59']
['21', '18', '27', '149', '1', '22', '132', '1', '22', '29', '220', '3', '0', '19', '33', '184', '0', '3', '1', '7', '4', '28', '213', '156', '362', '288', '0', '0', '2', '0', '0', '3', '1', '10', '1', '5', '6', '12', '7', '14', '0', '0', '0', '0', '31', '09', '28', '51']
['21', '16', '23', '111', '1', '33', '75', '0', '24', '40', '259', '0', '2', '20', '26', '213', '2', '0', '3', '4', '4', '16', '255', '197', '366', '272', '1', '0', '0', '0', '2', '0', '10', '79', '8', '69', '6', '14', '6', '16', '0', '2', '0', '0', '29', '34', '30', '26']
['24', '21', '22', '69', '0', '35', '195', '1', '29', '49', '373', '4', '0', '20', '32', '225', '2', '0', '1', '9', '0', '0', '364', '225', '433', '420', '3', '0', '0', '0', '0', '0', '11', '98', '5', '45', '4', '14', '4', '14', '1', '2', '0', '0', '27', '19', '32', '41']
['21', '22', '30', '110', '0', '17', '64', '0', '21', '27', '212', '2', '0', '28', '42', '313', '3', '1', '3', '21', '6', '33', '191', '280', '301', '344', '1', '1', '0', '0', '1', '1', '7', '68', '4', '33', '4', '12', '7', '15', '0', '0', '0', '0', '34', '17', '29', '21']
['16', '24', '25', '189', '1', '26', '104', '1', '16', '21', '155', '2', '0', '20', '40', '237', '0', '3', '5', '33', '2', '11', '122', '226', '311', '330', '2', '0', '0', '0', '0', '3', '13', '122', '8', '61', '4', '12', '5', '13', '0', '1', '0', '0', '30', '26', '29', '34']
['7', '18', '13', '32', '0', '34', '116', '0', '19', '31', '118', '1', '2', '25', '30', '365', '3', '0', '4', '22', '1', '9', '96', '356', '128', '472', '1', '1', '2', '2', '3', '2', '4', '35', '10', '77', '0', '11', '7', '15', '1', '2', '0', '0', '21', '54', '38', '06']
['15', '22', '26', '99', '2', '21', '49', '0', '13', '18', '183', '2', '0', '29', '48', '325', '2', '0', '1', '9', '6', '42', '174', '283', '273', '332', '0', '0', '0', '0', '0', '0', '9', '76', '6', '50', '2', '9', '8', '18', '0', '0', '0', '1', '23', '45', '36', '15']
['20', '17', '30', '103', '1', '24', '91', '1', '21', '33', '218', '1', '2', '19', '27', '179', '4', '0', '1', '13', '2', '10', '205', '169', '308', '260', '2', '2', '0', '0', '4', '0', '8', '62', '7', '55', '5', '12', '7', '14', '2', '2', '1', '1', '31', '51', '28', '09']
['22', '11', '28', '86', '0', '15', '58', '0', '29', '41', '268', '2', '0', '20', '28', '164', '0', '1', '1', '7', '4', '36', '261', '128', '347', '186', '2', '0', '2', '0', '0', '1', '8', '71', '11', '90', '6', '13', '1', '8', '1', '2', '0', '1', '34', '28', '25', '32']
['22', '18', '42', '173', '2', '15', '82', '0', '18', '30', '216', '1', '1', '31', '49', '235', '1', '2', '1', '8', '4', '29', '208', '206', '381', '288', '1', '0', '3', '1', '1', '3', '8', '60', '6', '55', '7', '15', '5', '13', '0', '0', '0', '2', '35', '29', '24', '31']
['20', '18', '39', '175', '0', '32', '256', '2', '15', '35', '140', '1', '1', '23', '32', '255', '0', '1', '1', '4', '5', '40', '136', '215', '311', '471', '0', '0', '3', '1', '1', '2', '6', '47', '10', '70', '4', '15', '6', '17', '0', '0', '1', '1', '35', '08', '34', '24']
['28', '24', '29', '140', '1', '19', '80', '1', '22', '29', '316', '3', '1', '32', '45', '307', '2', '0', '2', '12', '3', '14', '304', '293', '444', '373', '1', '1', '0', '0', '2', '0', '1', '33', '7', '55', '6', '9', '7', '14', '0', '0', '2', '2', '28', '53', '31', '07']
['19', '15', '31', '97', '1', '22', '87', '1', '19', '31', '209', '0', '0', '16', '30', '219', '0', '0', '6', '55', '2', '22', '154', '197', '251', '284', '1', '0', '3', '3', '0', '3', '6', '60', '2', '10', '3', '13', '3', '10', '0', '0', '0', '1', '36', '27', '23', '33']
['9', '33', '19', '86', '2', '42', '173', '2', '10', '20', '117', '0', '4', '25', '34', '283', '4', '1', '2', '8', '2', '11', '109', '272', '195', '445', '1', '1', '0', '0', '5', '1', '6', '88', '3', '20', '2', '8', '6', '12', '0', '0', '1', '1', '20', '19', '39', '41']
['24', '22', '31', '168', '0', '27', '189', '1', '21', '36', '255', '2', '0', '20', '36', '252', '3', '1', '1', '11', '2', '1', '244', '251', '412', '440', '1', '0', '1', '1', '0', '2', '7', '41', '4', '45', '5', '13', '7', '14', '0', '0', '1', '2', '30', '32', '29', '28']
['25', '16', '30', '86', '0', '17', '45', '1', '25', '30', '286', '4', '0', '21', '42', '183', '0', '1', '3', '22', '2', '13', '264', '170', '350', '215', '3', '1', '1', '0', '1', '1', '8', '66', '4', '28', '6', '11', '5', '16', '0', '0', '1', '2', '35', '02', '24', '58']
['15', '25', '36', '117', '0', '29', '147', '1', '12', '20', '182', '1', '0', '24', '42', '242', '1', '2', '3', '18', '1', '0', '164', '242', '281', '389', '1', '0', '3', '1', '0', '3', '9', '55', '4', '45', '6', '13', '5', '13', '0', '0', '1', '2', '28', '45', '31', '15']
['26', '18', '42', '214', '1', '13', '58', '1', '17', '31', '242', '1', '0', '22', '38', '347', '2', '0', '1', '2', '2', '5', '240', '342', '454', '400', '1', '0', '2', '1', '0', '1', '9', '58', '9', '39', '9', '16', '5', '10', '1', '1', '0', '0', '39', '18', '20', '42']
['20', '25', '27', '95', '0', '22', '51', '0', '24', '49', '234', '0', '1', '33', '51', '357', '1', '1', '3', '24', '6', '40', '210', '317', '305', '368', '1', '0', '0', '0', '1', '1', '13', '113', '10', '80', '5', '19', '5', '16', '1', '1', '0', '0', '33', '13', '36', '15']
['24', '20', '28', '91', '1', '23', '111', '0', '30', '49', '288', '2', '0', '22', '38', '332', '3', '0', '0', '0', '1', '9', '288', '323', '379', '434', '1', '0', '1', '0', '0', '0', '1', '0', '4', '19', '8', '17', '3', '11', '0', '1', '0', '1', '34', '13', '25', '47']
['11', '16', '15', '24', '0', '32', '143', '0', '21', '35', '249', '1', '1', '16', '26', '179', '1', '0', '3', '19', '4', '24', '230', '155', '254', '298', '0', '0', '2', '0', '1', '0', '7', '75', '6', '40', '2', '12', '5', '16', '0', '3', '0', '0', '27', '03', '32', '57']
['16', '22', '25', '98', '1', '33', '194', '2', '16', '29', '157', '1', '1', '21', '26', '295', '2', '2', '3', '18', '3', '12', '139', '283', '237', '477', '2', '1', '0', '0', '2', '2', '5', '31', '6', '45', '6', '14', '10', '15', '0', '0', '1', '1', '27', '48', '32', '12']
['15', '29', '26', '111', '0', '31', '168', '1', '14', '24', '220', '2', '0', '27', '37', '293', '1', '0', '0', '0', '4', '32', '220', '261', '331', '429', '3', '1', '2', '0', '1', '0', '7', '44', '3', '15', '4', '11', '8', '13', '1', '1', '0', '0', '22', '51', '37', '09']
['23', '26', '23', '113', '0', '20', '90', '1', '30', '40', '303', '1', '1', '26', '46', '334', '1', '0', '3', '14', '2', '15', '289', '319', '402', '409', '1', '1', '2', '0', '2', '0', '12', '108', '9', '70', '4', '12', '4', '13', '0', '0', '0', '0', '30', '50', '29', '10']
['15', '21', '37', '231', '2', '20', '70', '0', '8', '14', '95', '0', '1', '33', '55', '312', '0', '5', '2', '13', '2', '11', '82', '301', '313', '371', '0', '0', '0', '0', '1', '5', '4', '19', '5', '37', '6', '12', '7', '15', '0', '0', '0', '0', '28', '52', '31', '08']
['16', '19', '14', '31', '0', '33', '122', '0', '28', '44', '291', '1', '0', '21', '30', '304', '4', '1', '2', '15', '1', '7', '276', '297', '307', '419', '1', '1', '0', '0', '1', '1', '7', '61', '5', '60', '4', '14', '9', '14', '2', '3', '0', '0', '24', '13', '35', '47']
['21', '18', '29', '124', '0', '25', '152', '1', '21', '44', '258', '3', '1', '21', '36', '225', '2', '1', '0', '0', '5', '42', '258', '183', '382', '335', '2', '0', '2', '1', '1', '2', '11', '87', '10', '67', '8', '18', '5', '15', '0', '0', '0', '1', '31', '45', '28', '15']
['14', '12', '20', '69', '0', '31', '100', '0', '21', '32', '141', '1', '0', '12', '27', '92', '1', '1', '6', '22', '1', '14', '119', '78', '188', '178', '2', '2', '1', '1', '2', '2', '11', '77', '5', '23', '2', '13', '5', '15', '0', '0', '0', '0', '30', '15', '29', '45']
['16', '19', '28', '28', '0', '15', '50', '1', '26', '33', '355', '3', '0', '23', '35', '229', '2', '0', '3', '21', '6', '37', '334', '192', '362', '242', '1', '0', '2', '1', '0', '1', '11', '100', '1', '10', '7', '16', '5', '13', '0', '0', '0', '1', '35', '23', '24', '37']
['23', '25', '22', '66', '0', '35', '159', '2', '29', '46', '353', '2', '0', '22', '34', '314', '0', '1', '2', '17', '4', '26', '336', '288', '402', '447', '2', '0', '3', '0', '0', '1', '10', '77', '7', '62', '4', '14', '8', '16', '2', '2', '0', '0', '31', '05', '37', '17']
['14', '22', '18', '34', '0', '33', '140', '0', '23', '30', '194', '2', '1', '24', '36', '281', '2', '2', '3', '16', '1', '2', '178', '279', '212', '419', '1', '0', '2', '1', '1', '3', '9', '80', '6', '60', '4', '12', '6', '14', '0', '0', '1', '2', '25', '34', '34', '26']
['17', '18', '24', '82', '0', '27', '65', '1', '20', '37', '166', '1', '1', '22', '36', '328', '1', '2', '6', '27', '1', '5', '139', '323', '221', '388', '1', '0', '2', '1', '1', '3', '6', '71', '6', '71', '6', '18', '6', '15', '0', '0', '0', '0', '29', '59', '30', '01']
['15', '21', '25', '62', '0', '22', '100', '1', '24', '38', '198', '1', '2', '22', '47', '288', '0', '2', '3', '19', '2', '13', '179', '275', '241', '375', '0', '0', '4', '3', '2', '5', '7', '40', '5', '45', '8', '17', '8', '15', '0', '0', '0', '1', '31', '16', '28', '44']
['19', '15', '39', '143', '2', '25', '108', '1', '19', '26', '222', '0', '0', '13', '26', '159', '1', '0', '0', '0', '3', '22', '222', '137', '365', '245', '1', '0', '1', '1', '0', '1', '1', '5', '3', '24', '7', '14', '6', '12', '0', '0', '0', '1', '33', '43', '26', '17']
['25', '26', '25', '160', '1', '35', '163', '1', '19', '29', '221', '3', '0', '25', '36', '251', '3', '1', '4', '39', '1', '6', '182', '245', '342', '408', '1', '1', '3', '2', '1', '3', '6', '38', '7', '70', '3', '7', '7', '12', '1', '1', '3', '3', '24', '54', '35', '06']
['29', '20', '35', '127', '0', '23', '144', '0', '29', '37', '324', '3', '0', '16', '31', '261', '5', '0', '1', '1', '3', '13', '323', '248', '450', '392', '1', '0', '1', '1', '0', '1', '6', '64', '7', '59', '9', '16', '3', '10', '0', '0', '1', '1', '38', '17', '21', '43']
['17', '16', '31', '159', '1', '29', '115', '0', '22', '32', '176', '1', '0', '13', '26', '166', '2', '1', '4', '35', '1', '7', '141', '159', '300', '274', '1', '0', '1', '1', '0', '2', '9', '69', '8', '55', '6', '15', '3', '12', '0', '0', '1', '1', '31', '24', '28', '36']
